id,group,aff,strength,polviews_cat,age,sex,edu,wordsum,wordsum_cat,sci_knowledge,sci_kn_cat,oth_att,oth_att_cat
839,4,lib,reg,lib,28,female,grad,8,higher,4,mid,1,higher
113,3,cons,sl,sl_cons,24,female,grad,8,higher,3,mid,0.75,mid
348,2,lib,str,lib,42,male,grad,7,lower,5,higher,0.8333333333333334,higher
166,4,lib,reg,lib,34,female,bach,8,higher,4,mid,0.75,mid
380,1,cons,reg,cons,32,female,bach,6,lower,2,lower,0.75,mid
323,2,lib,reg,lib,39,female,<bach,5,lower,4,mid,0.4166666666666667,lower
169,1,cons,reg,cons,42,female,bach,6,lower,4,mid,0.5,lower
305,2,lib,sl,sl_lib,31,male,bach,7,lower,4,mid,0.75,mid
628,1,cons,str,cons,28,female,<bach,5,lower,2,lower,0.6666666666666666,mid
121,1,cons,str,cons,59,female,<bach,6,lower,3,mid,0.75,mid
884,2,lib,reg,lib,23,female,bach,6,lower,3,mid,0.75,mid
204,2,lib,sl,sl_lib,30,female,bach,7,lower,3,mid,0.9166666666666666,higher
840,3,cons,str,cons,65,female,<bach,8,higher,3,mid,0.75,mid
115,4,lib,reg,lib,26,female,bach,8,higher,5,higher,0.4166666666666667,lower
873,4,lib,reg,lib,32,male,<bach,9,higher,4,mid,0.6666666666666666,mid
933,2,lib,sl,sl_lib,28,female,<bach,7,lower,2,lower,0.4166666666666667,lower
477,1,cons,sl,sl_cons,42,female,<bach,7,lower,2,lower,0.75,mid
59,2,lib,str,lib,27,female,<bach,6,lower,4,mid,0.9166666666666666,higher
946,2,lib,reg,lib,22,male,<bach,7,lower,2,lower,0.5833333333333334,lower
301,1,cons,sl,sl_cons,33,male,bach,6,lower,3,mid,0.4166666666666667,lower
489,1,cons,sl,sl_cons,23,male,<bach,7,lower,3,mid,0.5833333333333334,lower
263,4,lib,reg,lib,29,male,<bach,8,higher,4,mid,0.75,mid
88,4,lib,reg,lib,29,male,<bach,9,higher,5,higher,0.6666666666666666,mid
541,3,cons,reg,cons,55,male,<bach,9,higher,4,mid,0.8333333333333334,higher
953,1,cons,str,cons,44,female,<bach,6,lower,3,mid,0.8333333333333334,higher
235,2,lib,reg,lib,31,female,<bach,7,lower,5,higher,0.5,lower
318,1,cons,str,cons,55,female,<bach,6,lower,0,lower,1,higher
567,4,lib,reg,lib,37,female,bach,8,higher,5,higher,0.75,mid
222,3,cons,reg,cons,19,female,<bach,10,higher,2,lower,0.6666666666666666,mid
667,4,lib,sl,sl_lib,57,female,<bach,8,higher,4,mid,0.5833333333333334,lower
669,4,lib,sl,sl_lib,59,female,<bach,8,higher,5,higher,0.75,mid
845,4,lib,str,lib,26,male,bach,8,higher,5,higher,0.75,mid
734,4,lib,reg,lib,33,female,bach,8,higher,5,higher,0.8333333333333334,higher
618,3,cons,reg,cons,71,female,<bach,8,higher,4,mid,0.6666666666666666,mid
36,3,cons,reg,cons,34,male,bach,8,higher,3,mid,0.75,mid
92,1,cons,reg,cons,33,male,<bach,7,lower,4,mid,0.6666666666666666,mid
537,4,lib,reg,lib,50,female,bach,8,higher,4,mid,1,higher
310,3,cons,sl,sl_cons,27,female,bach,8,higher,4,mid,1,higher
545,4,lib,reg,lib,38,female,grad,9,higher,4,mid,0.9166666666666666,higher
652,4,lib,reg,lib,32,male,<bach,9,higher,4,mid,1,higher
252,3,cons,reg,cons,74,female,bach,9,higher,4,mid,0.25,lower
24,4,lib,reg,lib,50,male,<bach,8,higher,5,higher,0.8333333333333334,higher
146,1,cons,reg,cons,40,female,grad,5,lower,5,higher,0.75,mid
717,3,cons,reg,cons,33,male,<bach,8,higher,4,mid,0.3333333333333333,lower
52,2,lib,reg,lib,33,male,<bach,6,lower,4,mid,0.75,mid
742,1,cons,reg,cons,32,female,bach,5,lower,4,mid,0.5833333333333334,lower
410,2,lib,reg,lib,31,female,bach,7,lower,4,mid,0.6666666666666666,mid
664,1,cons,sl,sl_cons,45,male,<bach,7,lower,4,mid,1,higher
671,4,lib,reg,lib,34,male,<bach,8,higher,4,mid,0.8333333333333334,higher
919,2,lib,reg,lib,34,female,bach,5,lower,3,mid,0.9166666666666666,higher
316,3,cons,reg,cons,42,female,grad,10,higher,5,higher,0.9166666666666666,higher
277,2,lib,reg,lib,34,female,<bach,6,lower,4,mid,1,higher
408,3,cons,reg,cons,41,male,<bach,8,higher,4,mid,0.5,lower
120,4,lib,sl,sl_lib,40,male,bach,8,higher,4,mid,0.5833333333333334,lower
908,2,lib,sl,sl_lib,51,female,<bach,5,lower,4,mid,0.75,mid
766,2,lib,reg,lib,24,female,bach,6,lower,3,mid,0.8333333333333334,higher
281,1,cons,sl,sl_cons,44,female,<bach,6,lower,3,mid,0.6666666666666666,mid
342,3,cons,reg,cons,47,female,<bach,8,higher,5,higher,0.6666666666666666,mid
863,1,cons,reg,cons,42,female,bach,5,lower,3,mid,0.75,mid
41,2,lib,reg,lib,31,female,<bach,7,lower,4,mid,0.9166666666666666,higher
821,2,lib,reg,lib,51,female,<bach,7,lower,3,mid,0.6666666666666666,mid
632,1,cons,reg,cons,55,male,bach,6,lower,5,higher,0.8333333333333334,higher
45,2,lib,reg,lib,30,male,bach,6,lower,4,mid,0.4166666666666667,lower
588,4,lib,reg,lib,39,female,<bach,9,higher,5,higher,0.6666666666666666,mid
639,2,lib,reg,lib,48,male,grad,6,lower,4,mid,0.6666666666666666,mid
683,2,lib,sl,sl_lib,35,female,<bach,7,lower,3,mid,0.6666666666666666,mid
799,1,cons,sl,sl_cons,21,female,bach,7,lower,5,higher,0.5833333333333334,lower
151,4,lib,reg,lib,48,female,bach,9,higher,5,higher,0.75,mid
362,4,lib,sl,sl_lib,38,male,<bach,8,higher,3,mid,1,higher
536,4,lib,sl,sl_lib,63,female,bach,9,higher,5,higher,1,higher
331,2,lib,reg,lib,57,female,<bach,5,lower,3,mid,0.75,mid
872,2,lib,str,lib,58,female,<bach,6,lower,1,lower,0.75,mid
575,4,lib,sl,sl_lib,36,male,<bach,8,higher,3,mid,0.6666666666666666,mid
867,4,lib,sl,sl_lib,39,male,<bach,8,higher,4,mid,0.25,lower
479,2,lib,reg,lib,34,female,grad,6,lower,3,mid,0.75,mid
122,4,lib,reg,lib,50,female,grad,10,higher,5,higher,0.9166666666666666,higher
110,4,lib,sl,sl_lib,58,female,<bach,9,higher,3,mid,0.75,mid
73,3,cons,reg,cons,51,female,<bach,9,higher,4,mid,0.9166666666666666,higher
379,4,lib,reg,lib,21,female,<bach,8,higher,3,mid,0.75,mid
556,1,cons,sl,sl_cons,34,female,bach,7,lower,3,mid,0.5833333333333334,lower
468,1,cons,reg,cons,37,female,grad,6,lower,4,mid,0.75,mid
943,2,lib,reg,lib,24,female,grad,7,lower,3,mid,0.75,mid
702,4,lib,sl,sl_lib,23,male,bach,8,higher,3,mid,0.4166666666666667,lower
602,4,lib,sl,sl_lib,33,female,grad,8,higher,4,mid,0.6666666666666666,mid
750,1,cons,reg,cons,30,female,<bach,7,lower,4,mid,0.75,mid
96,2,lib,reg,lib,38,male,bach,5,lower,2,lower,1,higher
861,3,cons,sl,sl_cons,34,male,<bach,9,higher,4,mid,0.75,mid
111,4,lib,sl,sl_lib,34,female,grad,8,higher,5,higher,0.6666666666666666,mid
481,2,lib,sl,sl_lib,23,female,<bach,7,lower,1,lower,0.5833333333333334,lower
722,3,cons,sl,sl_cons,23,female,bach,8,higher,5,higher,0.6666666666666666,mid
194,2,lib,sl,sl_lib,35,male,<bach,6,lower,4,mid,0.75,mid
118,2,lib,str,lib,33,female,bach,7,lower,4,mid,0.9166666666666666,higher
699,2,lib,reg,lib,35,female,bach,3,lower,3,mid,0.6666666666666666,mid
677,2,lib,str,lib,31,female,bach,6,lower,2,lower,0.9166666666666666,higher
539,4,lib,sl,sl_lib,28,female,<bach,8,higher,3,mid,0.9166666666666666,higher
324,3,cons,reg,cons,61,male,bach,8,higher,5,higher,0.5833333333333334,lower
913,3,cons,sl,sl_cons,28,female,grad,9,higher,4,mid,0.5,lower
502,4,lib,reg,lib,48,female,bach,9,higher,5,higher,0.6666666666666666,mid
416,2,lib,sl,sl_lib,51,male,bach,7,lower,3,mid,0.16666666666666666,lower
187,3,cons,reg,cons,37,female,<bach,8,higher,5,higher,0.6666666666666666,mid
911,1,cons,reg,cons,27,female,<bach,6,lower,2,lower,0.6666666666666666,mid
698,2,lib,sl,sl_lib,26,male,<bach,7,lower,3,mid,0.8333333333333334,higher
558,3,cons,str,cons,53,female,<bach,8,higher,2,lower,1,higher
